  BL.Depth       BL.K 
1131.49365 	          0 	 
1131.64600 	          0 	 
1131.79834 	          0 	 
1131.95081 	          0 	 
1132.10315 	          0 	 
1132.25562 	          0 	 
1132.40796 	          0 	 
1132.56042 	          0 	 
1132.71277 	          0 	 
1132.86523 	          0 	 
1133.01758 	          0 	 
1133.17004 	       1455 	 
1133.32239 	       1455 	 
1133.47485 	       1455 	 
1133.62720 	       1455 	 
1133.77954 	       1455 	 
1133.93201 	       1455 	 
1134.08435 	       1455 	 
1134.23682 	       1455 	 
1134.38916 	       1455 	 
1134.54163 	       1455 	 
1134.69397 	       1455 	 
1134.84644 	       1455 	 
1134.99878 	       1455 	 
1135.15125 	       1455 	 
1135.30359 	       1455 	 
1135.45605 	       3392 	 
1135.60840 	       3392 	 
1135.76074 	       1030 	 
1135.91321 	       1030 	 
1136.06555 	       1030 	 
1136.21802 	       1030 	 
1136.37036 	       1030 	 
1136.52283 	       1030 	 
1136.67517 	       1030 	 
1136.82764 	       1030 	 
1136.97998 	       1030 	 
1137.13245 	       1030 	 
1137.28479 	       1030 	 
1137.43726 	       1030 	 
1137.58960 	       1030 	 
1137.74207 	          0 	 
1137.89441 	          0 	 
1138.04688 	          0 	 
1138.19922 	          0 	 
1138.35168 	          0 	 
1138.50403 	          0 	 
1138.65637 	          0 	 
1138.80884 	          0 	 
1138.96118 	          0 	 
1139.11365 	          0 	 
1139.26599 	          0 	 
1139.41846 	          0 	 
1139.57080 	          0 	 
1139.72327 	          0 	 
1139.87561 	          0 	 
1140.02808 	          0 	 
1140.18042 	          0 	 
1140.33289 	          0 	 
1140.48523 	          0 	 
1140.63757 	          0 	 
1140.79004 	       2027 	 
1140.94238 	       2027 	 
1141.09485 	       2027 	 
1141.24719 	       2027 	 
1141.39966 	       2027 	 
1141.55200 	       2027 	 
1141.70447 	       2027 	 
1141.85681 	       2027 	 
1142.00928 	       2027 	 
1142.16162 	       3392 	 
1142.31409 	       3392 	 
1142.46643 	       3392 	 
1142.61877 	       3392 	 
1142.77124 	       3392 	 
1142.92358 	       3392 	 
1143.07605 	       3392 	 
1143.22839 	       3392 	 
1143.38086 	        390 	 
1143.53320 	        390 	 
1143.68567 	        390 	 
1143.83801 	        390 	 
1143.99048 	          0 	 
1144.14282 	          0 	 
1144.29517 	          0 	 
1144.44763 	          0 	 
1144.59998 	          0 	 
1144.75244 	       1227 	 
1144.90479 	       1227 	 
1145.05725 	       1227 	 
1145.20959 	       1227 	 
1145.36206 	       1227 	 
1145.51440 	       1227 	 
1145.66687 	       1227 	 
1145.81921 	       1227 	 
1145.97168 	       1227 	 
1146.12402 	       1227 	 
1146.27637 	       1227 	 
1146.42883 	       1227 	 
1146.58118 	       1227 	 
1146.73364 	       1227 	 
1146.88599 	       1227 	 
1147.03845 	       1227 	 
1147.19080 	       1227 	 
1147.34314 	       1227 	 
1147.49561 	       1227 	 
1147.64807 	       1227 	 
1147.80042 	       1227 	 
1147.95288 	       1227 	 
1148.56238 	       1227 	 
1148.71484 	       1227 	 
1148.86719 	       1227 	 
1149.01965 	       1227 	 
1149.17200 	       3392 	 
1149.32434 	       3392 	 
1149.47681 	       3392 	 
1149.62927 	       3392 	 
1149.78162 	       3392 	 
1149.93408 	       3392 	 
1150.08643 	       3392 	 
1150.23877 	       3392 	 
1150.39124 	       3392 	 
1150.54358 	       3392 	 
1150.69604 	       3392 	 
1150.84839 	       3392 	 
1151.00085 	       3392 	 
1151.15320 	       3392 	 
1151.30554 	       3392 	 
1151.45801 	       3392 	 
1151.61047 	       3392 	 
1151.76282 	       3392 	 
1151.91528 	       3392 	 
1152.06763 	       3392 	 
1152.21997 	       3392 	 
1152.37244 	       3392 	 
1152.52478 	       3392 	 
1152.67725 	       3392 	 
1152.82959 	       3392 	 
1152.98206 	       3392 	 
1153.13440 	       3392 	 
1153.28674 	       3392 	 
1153.43921 	       3392 	 
1153.59167 	       3392 	 
1153.74402 	       3392 	 
1153.89648 	       3392 	 
1154.04883 	       3392 	 
1154.20117 	       3392 	 
1154.35364 	       3392 	 
1154.50598 	       3392 	 
1154.65845 	       3392 	 
1154.81079 	       3392 	 
1154.96326 	       3392 	 
1155.11560 	       3392 	 
1155.26807 	       3392 	 
1155.42041 	       3392 	 
1155.57288 	       3392 	 
1155.72522 	       3392 	 
1155.87769 	       3392 	 
1156.03003 	       3392 	 
1156.18237 	       3392 	 
1156.33484 	       3392 	 
1156.48718 	       3392 	 
1156.63965 	       3392 	 
1156.79199 	       3392 	 
1156.94446 	       3392 	 
1157.09680 	       3392 	 
1157.24927 	       3392 	 
1157.40161 	       3392 	 
1157.55408 	       3392 	 
1157.70642 	       3392 	 
1157.85889 	       3392 	 
1158.01123 	       3392 	 
1158.16357 	       3392 	 
1158.31604 	       3392 	 
1158.46838 	       3392 	 
1158.62085 	       3392 	 
1158.77319 	       3392 	 
1158.92566 	        288 	 
1159.07800 	        288 	 
1159.23047 	        288 	 
1159.38281 	        288 	 
1159.53528 	        288 	 
1159.68762 	        288 	 
1159.83997 	        288 	 
1159.99243 	          0 	 
1160.14478 	          0 	 
1160.29724 	          0 	 
1160.44958 	          0 	 
1160.60205 	          0 	 
1160.75439 	          0 	 
1160.90686 	          0 	 
1161.05920 	          0 	 
1161.21167 	          0 	 
1161.36401 	          0 	 
1161.51648 	          0 	 
1161.66882 	          0 	 
1161.82117 	          0 	 
1161.97363 	          0 	 
1162.12598 	          0 	 
1162.27844 	          0 	 
1162.43079 	          0 	 
1162.58325 	          0 	 
1162.73560 	          0 	 
1162.88794 	          0 	 
